feature,feature_type,bin,bin_description,count,bad,good,dist_good,dist_bad,woe,iv_component,bad_rate,total_iv
loan_amnt,continuous,6,"[28000, inf)",50306,11491,38815,0.08058249504605174,0.09824355921842874,-0.19816825069836957,0.0034998621925115994,0.2284220570110921,0.039865979424102575
fico_n,continuous,0,"[-inf, 662)",60473,15356,45117,0.09366540167079106,0.13128467739867147,-0.33763920004613696,0.012701742163076601,0.25393150662279035,0.11305052227949877
fico_n,continuous,1,"[662, 672)",114424,27377,87047,0.1807134493697165,0.23405373981585179,-0.2586381222212585,0.013795832559724963,0.23925924631196252,0.11305052227949877
fico_n,continuous,2,"[672, 677)",49556,11348,38208,0.07932209230871436,0.09701977413204982,-0.2013981333825571,0.0035642800844181716,0.22899346194204537,0.11305052227949877
fico_n,continuous,3,"[677, 682)",47809,10724,37085,0.07699070767799904,0.09168511853365365,-0.17467534677130803,0.002566751311811542,0.22430923047961682,0.11305052227949877
fico_n,continuous,4,"[682, 687)",41208,8598,32610,0.06770046170965438,0.07350967333783587,-0.08232400776674857,0.0004782375831970989,0.2086488060570763,0.11305052227949877
fico_n,continuous,5,"[687, 697)",74815,14637,60178,0.1249325289398947,0.1251378546819297,-0.0016421439852409739,3.371744322979072e-07,0.19564258504310633,0.11305052227949877
fico_n,continuous,6,"[697, 702)",31469,5669,25800,0.05356267957682151,0.04846927871010764,0.09992238042664972,0.000508944739069211,0.1801455400552925,0.11305052227949877
fico_n,continuous,7,"[702, 717)",74236,11831,62405,0.12955585358157148,0.10114900274426995,0.24751738555552333,0.007031189451114603,0.15937011692440325,0.11305052227949877
fico_n,continuous,8,"[717, 737)",53284,6912,46372,0.09627082260716481,0.05909584426909234,0.4880046835419044,0.018141563539548208,0.12971999099166728,0.11305052227949877
fico_n,continuous,9,"[737, inf)",51375,4514,46861,0.09728600255767218,0.03859503637653777,0.9245314433168748,0.05426164367310608,0.08786374695863747,0.11305052227949877
loan_to_income,continuous,0,"[-inf, 0.08)",60166,7174,52992,0.11001404434608673,0.06133545350790577,0.5842499971089661,0.02844046655647577,0.11923677824685038,0.12945308934349417
loan_to_income,continuous,1,"[0.08, 0.115556)",59588,8117,51471,0.10685640201084311,0.06939724633778313,0.43163870724588804,0.01616882152924208,0.1362187017520306,0.12945308934349417
loan_to_income,continuous,2,"[0.115556, 0.145819)",59840,8747,51093,0.10607166249557547,0.07478317367905857,0.3495220181041252,0.010936015754577338,0.146173128342246,0.12945308934349417
loan_to_income,continuous,3,"[0.145819, 0.175)",60558,9667,50891,0.10565230434191392,0.0826483374155243,0.2455588468165386,0.005648827590650029,0.15963208824597905,0.12945308934349417
loan_to_income,continuous,4,"[0.175, 0.204082)",59344,10455,48889,0.10149609135364453,0.08938502113762754,0.12706716956378125,0.0015389194127374908,0.17617619304394716,0.12945308934349417
loan_to_income,continuous,5,"[0.204082, 0.238144)",59693,11418,48275,0.10022140864895052,0.09761779578786285,0.026322014309776678,6.853233498666811e-05,0.19127870939641164,0.12945308934349417
loan_to_income,continuous,6,"[0.238144, 0.275862)",60156,12721,47435,0.09847754305946685,0.10875726138418333,-0.09928990614794521,0.001020672267688412,0.2114668528492586,0.12945308934349417
loan_to_income,continuous,7,"[0.275862, 0.32)",61385,15076,46309,0.09613993275737329,0.128890370731332,-0.29315744071000316,0.009601034578577437,0.2455974586625397,0.12945308934349417
loan_to_income,continuous,8,"[0.32, 0.378378)",58127,15981,42146,0.08749741793711081,0.13662729810252924,-0.44564748322980574,0.021894607447100676,0.27493247544170524,0.12945308934349417
loan_to_income,continuous,9,"[0.378378, inf)",59790,17609,42181,0.0875700790033393,0.1505452182796664,-0.5418241170399583,0.034121449233864336,0.29451413279812677,0.12945308934349417
